"year","race","sex","age","educ","tpop_2"
2001,4,1,"40-44",2,132
2001,4,1,"40-44",3,115
2001,4,1,"40-44",4,251
2001,4,1,"45-49",0,3
2001,4,1,"45-49",1,55
2001,4,1,"45-49",2,104
2001,4,1,"45-49",3,105
2001,4,1,"45-49",4,231
2001,4,1,"50-54",0,1
2001,4,1,"50-54",1,36
2001,4,1,"50-54",2,109
2001,4,1,"50-54",3,86
2001,4,1,"50-54",4,229
2001,4,1,"55-59",0,4
2001,4,1,"55-59",1,46
2001,4,1,"55-59",2,75
2001,4,1,"55-59",3,51
2001,4,1,"55-59",4,129
2001,4,1,"60-64",0,2
2001,4,1,"60-64",1,48
2001,4,1,"60-64",2,67
2001,4,1,"60-64",3,43
2001,4,1,"60-64",4,116
2001,4,1,"65-69",0,1
2001,4,1,"65-69",1,39
2001,4,1,"65-69",2,37
2001,4,1,"65-69",3,26
2001,4,1,"65-69",4,53
2001,4,1,"70-74",0,3
2001,4,1,"70-74",1,24
2001,4,1,"70-74",2,27
2001,4,1,"70-74",3,20
2001,4,1,"70-74",4,50
2001,4,2,"25-29",0,0
2001,4,2,"25-29",1,47
2001,4,2,"25-29",2,84
2001,4,2,"25-29",3,168
2001,4,2,"25-29",4,322
2001,4,2,"30-34",0,0
2001,4,2,"30-34",1,50
2001,4,2,"30-34",2,144
2001,4,2,"30-34",3,186
2001,4,2,"30-34",4,352
2001,4,2,"35-39",0,2
2001,4,2,"35-39",1,62
2001,4,2,"35-39",2,139
2001,4,2,"35-39",3,188
2001,4,2,"35-39",4,266
2001,4,2,"40-44",0,12
2001,4,2,"40-44",1,52
2001,4,2,"40-44",2,207
2001,4,2,"40-44",3,134
2001,4,2,"40-44",4,257
2001,4,2,"45-49",0,15
2001,4,2,"45-49",1,85
2001,4,2,"45-49",2,151
2001,4,2,"45-49",3,116
2001,4,2,"45-49",4,227
2001,4,2,"50-54",0,3
2001,4,2,"50-54",1,62
2001,4,2,"50-54",2,111
2001,4,2,"50-54",3,100
2001,4,2,"50-54",4,180
2001,4,2,"55-59",0,10
2001,4,2,"55-59",1,86
2001,4,2,"55-59",2,94
2001,4,2,"55-59",3,53
2001,4,2,"55-59",4,104
2001,4,2,"60-64",0,5
2001,4,2,"60-64",1,60
2001,4,2,"60-64",2,86
2001,4,2,"60-64",3,36
2001,4,2,"60-64",4,84
2001,4,2,"65-69",0,8
2001,4,2,"65-69",1,62
2001,4,2,"65-69",2,65
2001,4,2,"65-69",3,28
2001,4,2,"65-69",4,42
2001,4,2,"70-74",0,10
2001,4,2,"70-74",1,58
2001,4,2,"70-74",2,37
2001,4,2,"70-74",3,17
2001,4,2,"70-74",4,27
2002,4,1,"25-29",0,0
2002,4,1,"25-29",1,44
2002,4,1,"25-29",2,116
2002,4,1,"25-29",3,150
2002,4,1,"25-29",4,292
2002,4,1,"30-34",0,1
2002,4,1,"30-34",1,57
2002,4,1,"30-34",2,132
2002,4,1,"30-34",3,101
2002,4,1,"30-34",4,347
2002,4,1,"35-39",0,1
2002,4,1,"35-39",1,49
2002,4,1,"35-39",2,141
2002,4,1,"35-39",3,129
2002,4,1,"35-39",4,311
2002,4,1,"40-44",0,2
2002,4,1,"40-44",1,40
2002,4,1,"40-44",2,142
2002,4,1,"40-44",3,101
2002,4,1,"40-44",4,274
2002,4,1,"45-49",0,3
2002,4,1,"45-49",1,57
2002,4,1,"45-49",2,142
2002,4,1,"45-49",3,103
2002,4,1,"45-49",4,218
2002,4,1,"50-54",0,6
2002,4,1,"50-54",1,49
2002,4,1,"50-54",2,113
2002,4,1,"50-54",3,101
2002,4,1,"50-54",4,185
2002,4,1,"55-59",0,2
2002,4,1,"55-59",1,49
2002,4,1,"55-59",2,78
2002,4,1,"55-59",3,45
2002,4,1,"55-59",4,152
2002,4,1,"60-64",0,1
2002,4,1,"60-64",1,38
2002,4,1,"60-64",2,58
2002,4,1,"60-64",3,27
2002,4,1,"60-64",4,82
2002,4,1,"65-69",0,3
2002,4,1,"65-69",1,43
2002,4,1,"65-69",2,49
2002,4,1,"65-69",3,41
2002,4,1,"65-69",4,49
2002,4,1,"70-74",0,0
2002,4,1,"70-74",1,33
2002,4,1,"70-74",2,28
2002,4,1,"70-74",3,18
2002,4,1,"70-74",4,41
2002,4,2,"25-29",0,0
2002,4,2,"25-29",1,33
2002,4,2,"25-29",2,124
2002,4,2,"25-29",3,148
2002,4,2,"25-29",4,307
2002,4,2,"30-34",0,0
2002,4,2,"30-34",1,40
2002,4,2,"30-34",2,165
2002,4,2,"30-34",3,155
2002,4,2,"30-34",4,366
2002,4,2,"35-39",0,5
2002,4,2,"35-39",1,71
2002,4,2,"35-39",2,145
2002,4,2,"35-39",3,174
2002,4,2,"35-39",4,274
2002,4,2,"40-44",0,8
2002,4,2,"40-44",1,64
2002,4,2,"40-44",2,170
2002,4,2,"40-44",3,156
2002,4,2,"40-44",4,252
2002,4,2,"45-49",0,8
2002,4,2,"45-49",1,72
2002,4,2,"45-49",2,170
2002,4,2,"45-49",3,134
2002,4,2,"45-49",4,243
2002,4,2,"50-54",0,6
2002,4,2,"50-54",1,84
2002,4,2,"50-54",2,106
2002,4,2,"50-54",3,94
2002,4,2,"50-54",4,183
2002,4,2,"55-59",0,17
2002,4,2,"55-59",1,65
2002,4,2,"55-59",2,99
2002,4,2,"55-59",3,61
2002,4,2,"55-59",4,118
2002,4,2,"60-64",0,8
2002,4,2,"60-64",1,56
2002,4,2,"60-64",2,79
2002,4,2,"60-64",3,33
2002,4,2,"60-64",4,86
2002,4,2,"65-69",0,7
2002,4,2,"65-69",1,65
2002,4,2,"65-69",2,78
2002,4,2,"65-69",3,26
2002,4,2,"65-69",4,37
2002,4,2,"70-74",0,18
2002,4,2,"70-74",1,41
2002,4,2,"70-74",2,51
2002,4,2,"70-74",3,23
2002,4,2,"70-74",4,26
2003,4,1,"25-29",0,0
2003,4,1,"25-29",1,17
2003,4,1,"25-29",2,121
2003,4,1,"25-29",3,164
2003,4,1,"25-29",4,321
2003,4,1,"30-34",0,3
2003,4,1,"30-34",1,41
2003,4,1,"30-34",2,175
2003,4,1,"30-34",3,132
2003,4,1,"30-34",4,361
2003,4,1,"35-39",0,0
2003,4,1,"35-39",1,53
2003,4,1,"35-39",2,152
2003,4,1,"35-39",3,131
2003,4,1,"35-39",4,314
2003,4,1,"40-44",0,0
2003,4,1,"40-44",1,70
2003,4,1,"40-44",2,143
2003,4,1,"40-44",3,126
2003,4,1,"40-44",4,253
2003,4,1,"45-49",0,5
2003,4,1,"45-49",1,57
2003,4,1,"45-49",2,93
2003,4,1,"45-49",3,108
2003,4,1,"45-49",4,247
2003,4,1,"50-54",0,9
2003,4,1,"50-54",1,35
2003,4,1,"50-54",2,84
2003,4,1,"50-54",3,110
2003,4,1,"50-54",4,223
2003,4,1,"55-59",0,8
2003,4,1,"55-59",1,53
2003,4,1,"55-59",2,77
2003,4,1,"55-59",3,82
2003,4,1,"55-59",4,133
2003,4,1,"60-64",0,1
2003,4,1,"60-64",1,23
2003,4,1,"60-64",2,43
2003,4,1,"60-64",3,45
2003,4,1,"60-64",4,135
2003,4,1,"65-69",0,2
2003,4,1,"65-69",1,34
2003,4,1,"65-69",2,55
2003,4,1,"65-69",3,44
2003,4,1,"65-69",4,63
2003,4,1,"70-74",0,8
2003,4,1,"70-74",1,29
2003,4,1,"70-74",2,56
2003,4,1,"70-74",3,40
2003,4,1,"70-74",4,67
2003,4,2,"25-29",0,1
2003,4,2,"25-29",1,25
2003,4,2,"25-29",2,106
2003,4,2,"25-29",3,160
2003,4,2,"25-29",4,377
2003,4,2,"30-34",0,1
2003,4,2,"30-34",1,32
2003,4,2,"30-34",2,148
2003,4,2,"30-34",3,174
2003,4,2,"30-34",4,375
2003,4,2,"35-39",0,5
2003,4,2,"35-39",1,54
2003,4,2,"35-39",2,132
2003,4,2,"35-39",3,139
2003,4,2,"35-39",4,331
2003,4,2,"40-44",0,6
2003,4,2,"40-44",1,49
2003,4,2,"40-44",2,145
2003,4,2,"40-44",3,188
2003,4,2,"40-44",4,259
2003,4,2,"45-49",0,9
2003,4,2,"45-49",1,79
2003,4,2,"45-49",2,171
2003,4,2,"45-49",3,126
2003,4,2,"45-49",4,219
2003,4,2,"50-54",0,1
2003,4,2,"50-54",1,65
2003,4,2,"50-54",2,135
2003,4,2,"50-54",3,112
2003,4,2,"50-54",4,216
2003,4,2,"55-59",0,9
2003,4,2,"55-59",1,53
2003,4,2,"55-59",2,114
2003,4,2,"55-59",3,78
2003,4,2,"55-59",4,135
2003,4,2,"60-64",0,9
2003,4,2,"60-64",1,47
2003,4,2,"60-64",2,102
2003,4,2,"60-64",3,58
2003,4,2,"60-64",4,92
2003,4,2,"65-69",0,2
2003,4,2,"65-69",1,72
2003,4,2,"65-69",2,53
2003,4,2,"65-69",3,54
2003,4,2,"65-69",4,66
2003,4,2,"70-74",0,10
2003,4,2,"70-74",1,67
2003,4,2,"70-74",2,39
2003,4,2,"70-74",3,30
2003,4,2,"70-74",4,33
2004,4,1,"25-29",0,3
2004,4,1,"25-29",1,20
2004,4,1,"25-29",2,116
2004,4,1,"25-29",3,171
2004,4,1,"25-29",4,353
2004,4,1,"30-34",0,8
2004,4,1,"30-34",1,56
2004,4,1,"30-34",2,133
2004,4,1,"30-34",3,180
2004,4,1,"30-34",4,383
2004,4,1,"35-39",0,0
2004,4,1,"35-39",1,58
2004,4,1,"35-39",2,142
2004,4,1,"35-39",3,118
2004,4,1,"35-39",4,332
2004,4,1,"40-44",0,0
2004,4,1,"40-44",1,74
2004,4,1,"40-44",2,143
2004,4,1,"40-44",3,151
2004,4,1,"40-44",4,263
2004,4,1,"45-49",0,7
2004,4,1,"45-49",1,62
2004,4,1,"45-49",2,121
2004,4,1,"45-49",3,116
2004,4,1,"45-49",4,264
2004,4,1,"50-54",0,1
2004,4,1,"50-54",1,34
2004,4,1,"50-54",2,103
2004,4,1,"50-54",3,127
2004,4,1,"50-54",4,193
2004,4,1,"55-59",0,1
2004,4,1,"55-59",1,41
2004,4,1,"55-59",2,76
2004,4,1,"55-59",3,108
2004,4,1,"55-59",4,156
2004,4,1,"60-64",0,6
2004,4,1,"60-64",1,35
2004,4,1,"60-64",2,56
2004,4,1,"60-64",3,46
2004,4,1,"60-64",4,133
2004,4,1,"65-69",0,3
2004,4,1,"65-69",1,32
2004,4,1,"65-69",2,40
2004,4,1,"65-69",3,39
2004,4,1,"65-69",4,102
2004,4,1,"70-74",0,1
2004,4,1,"70-74",1,46
2004,4,1,"70-74",2,58
2004,4,1,"70-74",3,38
2004,4,1,"70-74",4,45
2004,4,2,"25-29",0,2
2004,4,2,"25-29",1,29
2004,4,2,"25-29",2,127
2004,4,2,"25-29",3,158
2004,4,2,"25-29",4,351
2004,4,2,"30-34",0,4
2004,4,2,"30-34",1,45
2004,4,2,"30-34",2,147
2004,4,2,"30-34",3,161
2004,4,2,"30-34",4,389
2004,4,2,"35-39",0,6
2004,4,2,"35-39",1,65
2004,4,2,"35-39",2,133
2004,4,2,"35-39",3,164
2004,4,2,"35-39",4,320
2004,4,2,"40-44",0,10
2004,4,2,"40-44",1,42
2004,4,2,"40-44",2,162
2004,4,2,"40-44",3,173
2004,4,2,"40-44",4,253
2004,4,2,"45-49",0,4
2004,4,2,"45-49",1,71
2004,4,2,"45-49",2,162
2004,4,2,"45-49",3,137
2004,4,2,"45-49",4,247
2004,4,2,"50-54",0,7
2004,4,2,"50-54",1,61
2004,4,2,"50-54",2,170
2004,4,2,"50-54",3,125
2004,4,2,"50-54",4,195
2004,4,2,"55-59",0,7
2004,4,2,"55-59",1,50
2004,4,2,"55-59",2,120
2004,4,2,"55-59",3,92
2004,4,2,"55-59",4,171
2004,4,2,"60-64",0,3
2004,4,2,"60-64",1,52
2004,4,2,"60-64",2,92
2004,4,2,"60-64",3,44
2004,4,2,"60-64",4,107
2004,4,2,"65-69",0,10
2004,4,2,"65-69",1,71
2004,4,2,"65-69",2,40
2004,4,2,"65-69",3,50
2004,4,2,"65-69",4,57
2004,4,2,"70-74",0,18
2004,4,2,"70-74",1,72
2004,4,2,"70-74",2,65
2004,4,2,"70-74",3,26
2004,4,2,"70-74",4,33
2005,4,1,"25-29",0,2
2005,4,1,"25-29",1,37
2005,4,1,"25-29",2,150
2005,4,1,"25-29",3,142
2005,4,1,"25-29",4,332
2005,4,1,"30-34",0,0
2005,4,1,"30-34",1,34
2005,4,1,"30-34",2,134
2005,4,1,"30-34",3,173
2005,4,1,"30-34",4,434
2005,4,1,"35-39",0,1
2005,4,1,"35-39",1,21
2005,4,1,"35-39",2,146
2005,4,1,"35-39",3,146
2005,4,1,"35-39",4,397
2005,4,1,"40-44",0,2
2005,4,1,"40-44",1,64
2005,4,1,"40-44",2,183
2005,4,1,"40-44",3,142
2005,4,1,"40-44",4,296
2005,4,1,"45-49",0,7
2005,4,1,"45-49",1,51
2005,4,1,"45-49",2,165
2005,4,1,"45-49",3,136
2005,4,1,"45-49",4,219
2005,4,1,"50-54",0,0
2005,4,1,"50-54",1,49
2005,4,1,"50-54",2,129
2005,4,1,"50-54",3,93
2005,4,1,"50-54",4,228
2005,4,1,"55-59",0,6
2005,4,1,"55-59",1,34
2005,4,1,"55-59",2,89
2005,4,1,"55-59",3,90
2005,4,1,"55-59",4,158
2005,4,1,"60-64",0,4
2005,4,1,"60-64",1,45
2005,4,1,"60-64",2,55
2005,4,1,"60-64",3,54
2005,4,1,"60-64",4,144
2005,4,1,"65-69",0,0
2005,4,1,"65-69",1,44
2005,4,1,"65-69",2,62
2005,4,1,"65-69",3,41
2005,4,1,"65-69",4,100
2005,4,1,"70-74",0,0
2005,4,1,"70-74",1,50
2005,4,1,"70-74",2,37
2005,4,1,"70-74",3,29
2005,4,1,"70-74",4,52
2005,4,2,"25-29",0,4
2005,4,2,"25-29",1,23
2005,4,2,"25-29",2,88
2005,4,2,"25-29",3,175
2005,4,2,"25-29",4,391
2005,4,2,"30-34",0,4
2005,4,2,"30-34",1,51
2005,4,2,"30-34",2,125
2005,4,2,"30-34",3,151
2005,4,2,"30-34",4,446
2005,4,2,"35-39",0,9
2005,4,2,"35-39",1,37
2005,4,2,"35-39",2,117
2005,4,2,"35-39",3,187
2005,4,2,"35-39",4,363
2005,4,2,"40-44",0,5
2005,4,2,"40-44",1,68
2005,4,2,"40-44",2,162
2005,4,2,"40-44",3,172
2005,4,2,"40-44",4,270
2005,4,2,"45-49",0,4
2005,4,2,"45-49",1,66
2005,4,2,"45-49",2,165
2005,4,2,"45-49",3,177
2005,4,2,"45-49",4,238
2005,4,2,"50-54",0,12
2005,4,2,"50-54",1,75
2005,4,2,"50-54",2,176
2005,4,2,"50-54",3,130
2005,4,2,"50-54",4,172
2005,4,2,"55-59",0,9
2005,4,2,"55-59",1,68
2005,4,2,"55-59",2,118
2005,4,2,"55-59",3,110
2005,4,2,"55-59",4,161
2005,4,2,"60-64",0,3
2005,4,2,"60-64",1,59
2005,4,2,"60-64",2,87
2005,4,2,"60-64",3,55
2005,4,2,"60-64",4,109
2005,4,2,"65-69",0,1
2005,4,2,"65-69",1,75
2005,4,2,"65-69",2,66
2005,4,2,"65-69",3,33
2005,4,2,"65-69",4,66
2005,4,2,"70-74",0,9
2005,4,2,"70-74",1,54
2005,4,2,"70-74",2,57
2005,4,2,"70-74",3,36
2005,4,2,"70-74",4,28
2006,4,1,"25-29",0,1
2006,4,1,"25-29",1,22
2006,4,1,"25-29",2,146
2006,4,1,"25-29",3,158
2006,4,1,"25-29",4,353
2006,4,1,"30-34",0,0
2006,4,1,"30-34",1,18
2006,4,1,"30-34",2,124
2006,4,1,"30-34",3,176
2006,4,1,"30-34",4,403
2006,4,1,"35-39",0,2
2006,4,1,"35-39",1,46
2006,4,1,"35-39",2,146
2006,4,1,"35-39",3,144
2006,4,1,"35-39",4,364
2006,4,1,"40-44",0,2
2006,4,1,"40-44",1,77
2006,4,1,"40-44",2,182
2006,4,1,"40-44",3,151
2006,4,1,"40-44",4,295
2006,4,1,"45-49",0,3
2006,4,1,"45-49",1,44
2006,4,1,"45-49",2,175
2006,4,1,"45-49",3,110
2006,4,1,"45-49",4,263
2006,4,1,"50-54",0,9
2006,4,1,"50-54",1,75
2006,4,1,"50-54",2,139
2006,4,1,"50-54",3,120
2006,4,1,"50-54",4,201
2006,4,1,"55-59",0,5
2006,4,1,"55-59",1,60
2006,4,1,"55-59",2,112
2006,4,1,"55-59",3,91
2006,4,1,"55-59",4,173
2006,4,1,"60-64",0,3
2006,4,1,"60-64",1,33
2006,4,1,"60-64",2,80
2006,4,1,"60-64",3,52
2006,4,1,"60-64",4,133
2006,4,1,"65-69",0,0
2006,4,1,"65-69",1,39
2006,4,1,"65-69",2,58
2006,4,1,"65-69",3,43
2006,4,1,"65-69",4,103
2006,4,1,"70-74",0,3
2006,4,1,"70-74",1,30
2006,4,1,"70-74",2,33
2006,4,1,"70-74",3,23
2006,4,1,"70-74",4,54
2006,4,2,"25-29",0,0
2006,4,2,"25-29",1,41
2006,4,2,"25-29",2,106
2006,4,2,"25-29",3,187
2006,4,2,"25-29",4,371
2006,4,2,"30-34",0,0
2006,4,2,"30-34",1,36
2006,4,2,"30-34",2,134
2006,4,2,"30-34",3,157
2006,4,2,"30-34",4,417
2006,4,2,"35-39",0,3
2006,4,2,"35-39",1,40
2006,4,2,"35-39",2,136
2006,4,2,"35-39",3,163
2006,4,2,"35-39",4,381
2006,4,2,"40-44",0,4
2006,4,2,"40-44",1,48
2006,4,2,"40-44",2,172
2006,4,2,"40-44",3,179
2006,4,2,"40-44",4,290
2006,4,2,"45-49",0,13
2006,4,2,"45-49",1,70
2006,4,2,"45-49",2,189
2006,4,2,"45-49",3,144
2006,4,2,"45-49",4,256
2006,4,2,"50-54",0,6
2006,4,2,"50-54",1,89
2006,4,2,"50-54",2,151
2006,4,2,"50-54",3,130
2006,4,2,"50-54",4,212
2006,4,2,"55-59",0,7
2006,4,2,"55-59",1,85
2006,4,2,"55-59",2,123
2006,4,2,"55-59",3,115
2006,4,2,"55-59",4,175
2006,4,2,"60-64",0,10
2006,4,2,"60-64",1,45
2006,4,2,"60-64",2,77
2006,4,2,"60-64",3,69
2006,4,2,"60-64",4,127
2006,4,2,"65-69",0,3
2006,4,2,"65-69",1,66
2006,4,2,"65-69",2,93
2006,4,2,"65-69",3,54
2006,4,2,"65-69",4,89
2006,4,2,"70-74",0,9
2006,4,2,"70-74",1,66
2006,4,2,"70-74",2,37
2006,4,2,"70-74",3,39
2006,4,2,"70-74",4,32
2007,4,1,"25-29",0,2
2007,4,1,"25-29",1,32
2007,4,1,"25-29",2,149
2007,4,1,"25-29",3,133
2007,4,1,"25-29",4,360
2007,4,1,"30-34",0,0
2007,4,1,"30-34",1,17
2007,4,1,"30-34",2,113
2007,4,1,"30-34",3,164
2007,4,1,"30-34",4,430
2007,4,1,"35-39",0,1
2007,4,1,"35-39",1,30
2007,4,1,"35-39",2,173
2007,4,1,"35-39",3,106
2007,4,1,"35-39",4,393
2007,4,1,"40-44",0,4
2007,4,1,"40-44",1,32
2007,4,1,"40-44",2,149
2007,4,1,"40-44",3,140
2007,4,1,"40-44",4,358
2007,4,1,"45-49",0,3
2007,4,1,"45-49",1,93
2007,4,1,"45-49",2,169
2007,4,1,"45-49",3,118
2007,4,1,"45-49",4,255
2007,4,1,"50-54",0,13
2007,4,1,"50-54",1,56
2007,4,1,"50-54",2,158
2007,4,1,"50-54",3,117
2007,4,1,"50-54",4,244
2007,4,1,"55-59",0,7
2007,4,1,"55-59",1,75
2007,4,1,"55-59",2,107
2007,4,1,"55-59",3,103
2007,4,1,"55-59",4,171
2007,4,1,"60-64",0,7
2007,4,1,"60-64",1,19
2007,4,1,"60-64",2,81
2007,4,1,"60-64",3,59
2007,4,1,"60-64",4,142
2007,4,1,"65-69",0,3
2007,4,1,"65-69",1,37
2007,4,1,"65-69",2,69
2007,4,1,"65-69",3,31
2007,4,1,"65-69",4,91
2007,4,1,"70-74",0,2
2007,4,1,"70-74",1,31
2007,4,1,"70-74",2,46
2007,4,1,"70-74",3,25
2007,4,1,"70-74",4,51
2007,4,2,"25-29",0,1
2007,4,2,"25-29",1,28
2007,4,2,"25-29",2,121
2007,4,2,"25-29",3,192
2007,4,2,"25-29",4,389
2007,4,2,"30-34",0,5
2007,4,2,"30-34",1,20
2007,4,2,"30-34",2,117
2007,4,2,"30-34",3,184
2007,4,2,"30-34",4,440
2007,4,2,"35-39",0,4
2007,4,2,"35-39",1,43
2007,4,2,"35-39",2,153
2007,4,2,"35-39",3,136
2007,4,2,"35-39",4,440
2007,4,2,"40-44",0,4
2007,4,2,"40-44",1,66
2007,4,2,"40-44",2,146
2007,4,2,"40-44",3,155
2007,4,2,"40-44",4,341
2007,4,2,"45-49",0,5
2007,4,2,"45-49",1,61
2007,4,2,"45-49",2,186
2007,4,2,"45-49",3,123
2007,4,2,"45-49",4,300
2007,4,2,"50-54",0,14
2007,4,2,"50-54",1,89
2007,4,2,"50-54",2,176
2007,4,2,"50-54",3,127
2007,4,2,"50-54",4,233
2007,4,2,"55-59",0,13
2007,4,2,"55-59",1,67
2007,4,2,"55-59",2,116
2007,4,2,"55-59",3,105
2007,4,2,"55-59",4,204
2007,4,2,"60-64",0,9
2007,4,2,"60-64",1,56
2007,4,2,"60-64",2,96
2007,4,2,"60-64",3,81
2007,4,2,"60-64",4,118
2007,4,2,"65-69",0,10
2007,4,2,"65-69",1,42
2007,4,2,"65-69",2,70
2007,4,2,"65-69",3,60
2007,4,2,"65-69",4,78
2007,4,2,"70-74",0,7
2007,4,2,"70-74",1,60
2007,4,2,"70-74",2,54
2007,4,2,"70-74",3,33
2007,4,2,"70-74",4,46
2008,4,1,"25-29",0,0
2008,4,1,"25-29",1,29
2008,4,1,"25-29",2,132
2008,4,1,"25-29",3,200
2008,4,1,"25-29",4,338
2008,4,1,"30-34",0,0
2008,4,1,"30-34",1,36
2008,4,1,"30-34",2,115
2008,4,1,"30-34",3,127
2008,4,1,"30-34",4,426
2008,4,1,"35-39",0,0
2008,4,1,"35-39",1,43
2008,4,1,"35-39",2,127
2008,4,1,"35-39",3,155
2008,4,1,"35-39",4,415
2008,4,1,"40-44",0,3
2008,4,1,"40-44",1,51
2008,4,1,"40-44",2,151
2008,4,1,"40-44",3,159
2008,4,1,"40-44",4,323
2008,4,1,"45-49",0,9
2008,4,1,"45-49",1,58
2008,4,1,"45-49",2,159
2008,4,1,"45-49",3,124
2008,4,1,"45-49",4,313
2008,4,1,"50-54",0,6
2008,4,1,"50-54",1,52
2008,4,1,"50-54",2,116
2008,4,1,"50-54",3,133
2008,4,1,"50-54",4,228
2008,4,1,"55-59",0,5
2008,4,1,"55-59",1,45
2008,4,1,"55-59",2,99
2008,4,1,"55-59",3,103
2008,4,1,"55-59",4,222
2008,4,1,"60-64",0,1
2008,4,1,"60-64",1,33
2008,4,1,"60-64",2,82
2008,4,1,"60-64",3,68
2008,4,1,"60-64",4,136
2008,4,1,"65-69",0,3
2008,4,1,"65-69",1,31
2008,4,1,"65-69",2,87
2008,4,1,"65-69",3,50
2008,4,1,"65-69",4,122
2008,4,1,"70-74",0,2
2008,4,1,"70-74",1,40
2008,4,1,"70-74",2,59
2008,4,1,"70-74",3,28
2008,4,1,"70-74",4,59
2008,4,2,"25-29",0,0
2008,4,2,"25-29",1,33
2008,4,2,"25-29",2,125
2008,4,2,"25-29",3,179
2008,4,2,"25-29",4,371
2008,4,2,"30-34",0,1
2008,4,2,"30-34",1,20
2008,4,2,"30-34",2,133
2008,4,2,"30-34",3,159
2008,4,2,"30-34",4,457
2008,4,2,"35-39",0,5
2008,4,2,"35-39",1,53
2008,4,2,"35-39",2,135
2008,4,2,"35-39",3,172
2008,4,2,"35-39",4,447
2008,4,2,"40-44",0,1
2008,4,2,"40-44",1,75
2008,4,2,"40-44",2,124
2008,4,2,"40-44",3,127
2008,4,2,"40-44",4,369
2008,4,2,"45-49",0,3
2008,4,2,"45-49",1,60
2008,4,2,"45-49",2,167
2008,4,2,"45-49",3,139
2008,4,2,"45-49",4,319
2008,4,2,"50-54",0,9
2008,4,2,"50-54",1,67
2008,4,2,"50-54",2,164
2008,4,2,"50-54",3,145
2008,4,2,"50-54",4,251
2008,4,2,"55-59",0,14
2008,4,2,"55-59",1,64
2008,4,2,"55-59",2,143
2008,4,2,"55-59",3,115
2008,4,2,"55-59",4,177
2008,4,2,"60-64",0,10
2008,4,2,"60-64",1,64
2008,4,2,"60-64",2,120
2008,4,2,"60-64",3,92
2008,4,2,"60-64",4,130
2008,4,2,"65-69",0,12
2008,4,2,"65-69",1,62
2008,4,2,"65-69",2,76
2008,4,2,"65-69",3,65
2008,4,2,"65-69",4,97
2008,4,2,"70-74",0,8
2008,4,2,"70-74",1,59
2008,4,2,"70-74",2,66
2008,4,2,"70-74",3,28
2008,4,2,"70-74",4,43
2009,4,1,"25-29",0,1
2009,4,1,"25-29",1,32
2009,4,1,"25-29",2,119
2009,4,1,"25-29",3,185
2009,4,1,"25-29",4,322
2009,4,1,"30-34",0,0
2009,4,1,"30-34",1,42
2009,4,1,"30-34",2,117
2009,4,1,"30-34",3,145
2009,4,1,"30-34",4,388
2009,4,1,"35-39",0,7
2009,4,1,"35-39",1,53
2009,4,1,"35-39",2,111
2009,4,1,"35-39",3,177
2009,4,1,"35-39",4,418
2009,4,1,"40-44",0,1
2009,4,1,"40-44",1,52
2009,4,1,"40-44",2,128
2009,4,1,"40-44",3,132
2009,4,1,"40-44",4,327
2009,4,1,"45-49",0,6
2009,4,1,"45-49",1,48
2009,4,1,"45-49",2,137
2009,4,1,"45-49",3,153
2009,4,1,"45-49",4,324
2009,4,1,"50-54",0,7
2009,4,1,"50-54",1,51
2009,4,1,"50-54",2,144
2009,4,1,"50-54",3,115
2009,4,1,"50-54",4,258
2009,4,1,"55-59",0,9
2009,4,1,"55-59",1,58
2009,4,1,"55-59",2,86
2009,4,1,"55-59",3,107
2009,4,1,"55-59",4,220
2009,4,1,"60-64",0,2
2009,4,1,"60-64",1,47
2009,4,1,"60-64",2,79
2009,4,1,"60-64",3,89
2009,4,1,"60-64",4,152
2009,4,1,"65-69",0,5
2009,4,1,"65-69",1,44
2009,4,1,"65-69",2,57
2009,4,1,"65-69",3,57
2009,4,1,"65-69",4,125
2009,4,1,"70-74",0,4
2009,4,1,"70-74",1,29
2009,4,1,"70-74",2,56
2009,4,1,"70-74",3,23
2009,4,1,"70-74",4,64
2009,4,2,"25-29",0,1
2009,4,2,"25-29",1,57
2009,4,2,"25-29",2,132
2009,4,2,"25-29",3,157
2009,4,2,"25-29",4,380
2009,4,2,"30-34",0,0
2009,4,2,"30-34",1,36
2009,4,2,"30-34",2,107
2009,4,2,"30-34",3,139
2009,4,2,"30-34",4,459
2009,4,2,"35-39",0,6
2009,4,2,"35-39",1,42
2009,4,2,"35-39",2,140
2009,4,2,"35-39",3,139
2009,4,2,"35-39",4,447
2009,4,2,"40-44",0,7
2009,4,2,"40-44",1,64
2009,4,2,"40-44",2,140
2009,4,2,"40-44",3,164
2009,4,2,"40-44",4,346
2009,4,2,"45-49",0,4
2009,4,2,"45-49",1,60
2009,4,2,"45-49",2,149
2009,4,2,"45-49",3,177
2009,4,2,"45-49",4,312
2009,4,2,"50-54",0,9
2009,4,2,"50-54",1,51
2009,4,2,"50-54",2,166
2009,4,2,"50-54",3,119
2009,4,2,"50-54",4,277
2009,4,2,"55-59",0,15
2009,4,2,"55-59",1,71
2009,4,2,"55-59",2,155
2009,4,2,"55-59",3,120
2009,4,2,"55-59",4,202
2009,4,2,"60-64",0,10
2009,4,2,"60-64",1,78
2009,4,2,"60-64",2,82
2009,4,2,"60-64",3,91
2009,4,2,"60-64",4,147
